series,timestamp,value,label
Rise,2016-06-20T02:10:00.000Z,190,1
Set,2016-06-20T18:20:00.000Z,1160,1
Rise,2016-06-21T02:15:00.000Z,195,1
Set,2016-06-21T18:20:00.000Z,1160,1
Rise,2016-06-22T02:10:00.000Z,190,1
Set,2016-06-22T18:25:00.000Z,1165,1
Rise,2016-06-23T02:10:00.000Z,190,1
Set,2016-06-23T18:20:00.000Z,1160,1
Rise,2016-06-24T02:10:00.000Z,190,1
Set,2016-06-24T18:15:00.000Z,1155,1
Rise,2016-06-25T02:10:00.000Z,190,1
Set,2016-06-25T18:20:00.000Z,1160,1
Rise,2016-06-26T02:05:00.000Z,185,1
Set,2016-06-26T18:20:00.000Z,1160,1
Rise,2016-06-27T02:15:00.000Z,195,1
Set,2016-06-27T18:15:00.000Z,1155,1
Rise,2016-06-28T02:00:00.000Z,180,1
Set,2016-06-28T18:10:00.000Z,1150,1
Rise,2016-06-29T02:15:00.000Z,195,1
Set,2016-06-29T18:25:00.000Z,1165,1
Rise,2016-06-30T02:05:00.000Z,185,1
Set,2016-06-30T18:10:00.000Z,1150,1
Rise,2016-07-01T02:15:00.000Z,195,1
Set,2016-07-01T18:25:00.000Z,1165,1
Rise,2016-07-02T02:05:00.000Z,185,1
Set,2016-07-02T18:20:00.000Z,1160,1
Rise,2016-07-03T02:15:00.000Z,195,1
Set,2016-07-03T18:25:00.000Z,1165,1
Rise,2016-07-04T02:10:00.000Z,190,1
Set,2016-07-04T18:10:00.000Z,1150,1
Rise,2016-07-05T02:10:00.000Z,190,1
Set,2016-07-05T18:20:00.000Z,1160,1
Rise,2016-07-06T02:10:00.000Z,190,1
Set,2016-07-06T18:15:00.000Z,1155,1
Rise,2016-07-07T02:15:00.000Z,195,1
Set,2016-07-07T18:30:00.000Z,1170,1
Rise,2016-07-08T02:10:00.000Z,190,1
Set,2016-07-08T18:25:00.000Z,1165,1
Rise,2016-07-09T02:05:00.000Z,185,1
Set,2016-07-09T18:25:00.000Z,1165,1
Rise,2016-07-10T02:30:00.000Z,210,1
Set,2016-07-10T18:25:00.000Z,1165,1
Rise,2016-07-11T02:15:00.000Z,195,1
Set,2016-07-11T18:05:00.000Z,1145,1
Rise,2016-07-12T02:15:00.000Z,195,1
Set,2016-07-12T18:25:00.000Z,1165,1
Rise,2016-07-13T02:15:00.000Z,195,1
Set,2016-07-13T18:20:00.000Z,1160,1
Rise,2016-07-14T02:05:00.000Z,185,1
Set,2016-07-14T18:15:00.000Z,1155,1
Rise,2016-07-15T02:20:00.000Z,200,1
Set,2016-07-15T18:05:00.000Z,1145,1
Rise,2016-07-16T02:20:00.000Z,200,1
Set,2016-07-16T18:10:00.000Z,1150,1
Rise,2016-07-17T02:15:00.000Z,195,1
Set,2016-07-17T18:05:00.000Z,1145,1
Rise,2016-07-18T02:25:00.000Z,205,1
Set,2016-07-18T18:15:00.000Z,1155,1
Rise,2016-07-19T02:25:00.000Z,205,1
Set,2016-07-19T18:15:00.000Z,1155,1
Rise,2016-07-20T02:30:00.000Z,210,1
Set,2016-07-20T18:10:00.000Z,1150,1
Rise,2016-07-21T02:30:00.000Z,210,1
Set,2016-07-21T18:10:00.000Z,1150,1
Rise,2016-07-22T02:25:00.000Z,205,1
